Press (GPa)	Temp (K)	Density (g/cm^-3)	S (J/(K*g))
25118864315.09582	354.8133892335753	20199.00608407431	1.94102e-07
25118864315.09582	398.1071705534973	20884.303694978244	1.59996e-07
25118864315.09582	446.683592150963	21563.537082787494	1.31713e-07
25118864315.09582	501.18723362727246	22237.194771914652	1.08275e-07
25118864315.09582	562.341325190349	22899.710922435668	8.8865e-08
25118864315.09582	630.957344480193	23545.61291338059	7.2848e-08
25118864315.09582	707.945784384138	24178.53594566575	5.9606e-08
25118864315.09582	794.3282347242813	24790.769078633464	4.8707e-08
25118864315.09582	891.2509381337459	25382.827596797066	3.9746e-08
25118864315.09582	1000.0	25953.74300988093	3.2377e-08
25118864315.09582	1122.018454301963	26500.86196527528	2.6335e-08
25118864315.09582	1258.9254117941675	27022.778411121	2.139e-08
25118864315.09582	1412.537544622754	27517.56493614137	1.7347e-08
25118864315.09582	1584.893192461114	27985.946527852455	1.4049e-08
25118864315.09582	1778.2794100389228	28428.8963440349	1.1363e-08
25118864315.09582	1995.2623149688789	28843.635586382312	9.177e-09
25118864315.09582	2238.72113856834	29230.752787165315	7.401e-09
25118864315.09582	2511.88643150958	29593.749953433864	5.962e-09
25118864315.09582	2818.382931264455	29928.158828940108	4.797e-09
25118864315.09582	3162.2776601683795	30238.483017362014	3.855e-09
25118864315.09582	3548.133892335753	30525.30415773655	3.095e-09
25118864315.09582	3981.0717055349733	30789.313097416132	2.482e-09
25118864315.09582	4466.835921509631	31031.302147534094	1.988e-09
25118864315.09582	5011.872336272725	31252.157187968463	1.591e-09
25118864315.09582	5623.413251903491	31455.746774318937	1.273e-09
25118864315.09582	6309.57344480193	31637.342782213836	1.017e-09
25118864315.09582	7079.457843841381	31803.872227128737	8.12e-10
25118864315.09582	7943.282347242814	31955.822486331763	6.47e-10
25118864315.09582	8912.509381337459	32093.715616676523	5.16e-10
25118864315.09582	10000.0	32216.621887342644	4.11e-10
25118864315.09582	11220.18454301963	32328.83092939744	3.27e-10
25118864315.09582	12589.254117941662	32430.227852038763	2.6e-10
25118864315.09582	14125.375446227554	32519.959795267117	2.06e-10
25118864315.09582	15848.93192461114	32601.681478001545	1.64e-10
25118864315.09582	17782.794100389227	32674.57895763683	1.3e-10
25118864315.09582	19952.62314968879	32743.115495230635	1.03e-10
25118864315.09582	22387.21138568338	32799.709705763176	8.1e-11
25118864315.09582	25118.864315095823	32853.3756883974	6.4e-11
25118864315.09582	28183.82931264455	32900.31075247056	5.1e-11
25118864315.09582	31622.776601683792	32942.00281756989	4e-11
25118864315.09582	35481.33892335753	32976.91311433544	3.2e-11
25118864315.09582	39810.71705534969	33011.100289872404	2.5e-11
25118864315.09582	44668.359215096345	33043.040296066254	2e-11
25118864315.09582	50118.72336272725	33065.8735050732	1.5e-11
25118864315.09582	56234.13251903491	33088.72249215108	1.2e-11
25118864315.09582	63095.7344480193	33110.062458368084	1e-11
25118864315.09582	70794.57843841374	33126.839229276826	8e-12
25118864315.09582	79432.82347242821	33142.861349554994	6e-12
25118864315.09582	89125.0938133746	33156.60076314041	5e-12
25118864315.09582	100000.0	33168.05462523617	4e-12
25118864315.09582	112201.84543019629	33177.22056367628	3e-12
25118864315.09582	125892.54117941661	33184.09667974431	3e-12
25118864315.09582	141253.75446227554	33189.44575526103	2e-12
25118864315.09582	158489.3192461114	33194.031363398804	2e-12
25118864315.09582	177827.94100389228	33197.088787467925	2e-12
25118864315.09582	199526.2314968879	33200.91096357448	2e-12
25118864315.09582	223872.11385683378	33200.146493149245	2e-12
25118864315.09582	251188.6431509582	33199.382040326396	2e-12
25118864315.09582	281838.2931264455	33200.146493149245	2e-12
25118864315.09582	316227.7660168379	33195.560040233504	2e-12
25118864315.09582	354813.3892335753	33190.97422091581	2e-12
25118864315.09582	398107.1705534969	33186.3890351087	2e-12
25118864315.09582	446683.5921509635	33177.98450620646	2e-12
25118864315.09582	501187.2336272725	33168.81835671039	2e-12
25118864315.09582	562341.3251903491	33155.837312983436	2e-12
25118864315.09582	630957.344480193	33146.67728213764	3e-12
25118864315.09582	707945.7843841374	33129.89046443675	3e-12
25118864315.09582	794328.2347242822	33114.6370985404	3e-12
25118864315.09582	891250.9381337459	33094.81822150377	3e-12
25118864315.09582	1000000.0	33072.72654400319	3e-12
25118864315.09582	1122018.4543019629	33052.17168699798	3e-12
25118864315.09582	1258925.411794166	33024.02466672625	3e-12
25118864315.09582	1412537.5446227554	32993.62241886468	4e-12
25118864315.09582	1584893.1924611141	32958.69443315474	4e-12
25118864315.09582	1778279.410038923	32923.045333340655	4e-12
25118864315.09582	1995262.3149688789	32881.37726121683	4e-12
25118864315.09582	2238721.138568338	32833.71317447435	4e-12
25118864315.09582	2511886.4315095823	32779.324530022815	4e-12
25118864315.09582	2818382.931264455	32722.765493061568	4e-12
25118864315.09582	3162277.6601683795	32654.27155125211	5e-12
25118864315.09582	3548133.892335753	32581.41937774755	5e-12
25118864315.09582	3981071.7055349695	32499.74848542795	5e-12
25118864315.09582	4466835.921509635	32406.341178346604	5e-12
25118864315.09582	5011872.336272725	32304.275098214184	5e-12
25118864315.09582	5623413.251903491	32186.96294256635	5e-12
25118864315.09582	6309573.44480193	32059.00210356258	5e-12
25118864315.09582	7079457.843841373	31913.173990904623	6e-12
25118864315.09582	7943282.347242822	31750.45841187647	6e-12
25118864315.09582	8912509.381337458	31568.94002197078	6e-12
25118864315.09582	10000000.0	31364.61782015794	6e-12
25118864315.09582	11220184.54301963	31134.36410332388	6e-12
25118864315.09582	12589254.117941663	30878.059519219398	6e-12
25118864315.09582	14125375.446227554	30585.81096132098	6e-12
25118864315.09582	15848931.924611142	30258.681497642727	7e-12
25118864315.09582	17782794.100389227	29892.34596454452	7e-12
25118864315.09582	19952623.149688788	29480.171113807784	7e-12
25118864315.09582	22387211.385683376	29012.155731323583	7e-12
25118864315.09582	25118864.315095823	28487.21543841595	7e-12
25118864315.09582	28183829.31264455	27897.802795575702	7e-12
25118864315.09582	31622776.60168379	27231.40191047874	8e-12
25118864315.09582	35481338.92335753	26490.490512054614	8e-12
25118864315.09582	39810717.05534969	25659.016144241792	8e-12
25118864315.09582	44668359.21509635	24737.169222122175	8e-12
25118864315.09582	50118723.36272725	23722.475129721595	8e-12
25118864315.09582	56234132.51903491	22614.656733373795	9e-12
25118864315.09582	63095734.448019296	21421.50600727846	9e-12
25118864315.09582	70794578.43841374	20157.190489551045	9e-12
25118864315.09582	79432823.47242822	18836.92462612289	9e-12
25118864315.09582	89125093.8133746	17487.59150576718	1e-11
25118864315.09582	100000000.0	16129.837792943097	1e-11
28183829312.644493	100.0	13732.196205695262	1.598932e-06
28183829312.644493	112.2018454301963	14374.740058743622	1.333521e-06
28183829312.644493	125.89254117941675	15033.842634762226	1.111527e-06
28183829312.644493	141.2537544622754	15708.691110939142	9.26019e-07
28183829312.644493	158.48931924611142	16401.365241144395	7.70176e-07
28183829312.644493	177.82794100389228	17106.848135972734	6.39956e-07
28183829312.644493	199.52623149688787	17820.91505084724	5.3141e-07
28183829312.644493	223.872113856834	18545.562059198557	4.41052e-07
28183829312.644493	251.18864315095797	19278.356185393608	3.65426e-07
28183829312.644493	281.8382931264455	20016.58568567512	3.02364e-07
28183829312.644493	316.22776601683796	20756.30290970366	2.49977e-07
28183829312.644493	354.8133892335753	21496.11614725072	2.0641e-07
28183829312.644493	398.1071705534973	22234.122802132166	1.70208e-07
28183829312.644493	446.683592150963	22963.072659202193	1.40162e-07
28183829312.644493	501.18723362727246	23686.9967248177	1.15247e-07
28183829312.644493	562.341325190349	24398.886120724525	9.4613e-08
28183829312.644493	630.957344480193	25095.161792921215	7.7589e-08
28183829312.644493	707.945784384138	25778.63990441812	6.3508e-08
28183829312.644493	794.3282347242813	26439.911674107803	5.1913e-08
28183829312.644493	891.2509381337459	27077.589500666294	4.2372e-08
28183829312.644493	1000.0	27695.550374369257	3.4529e-08
28183829312.644493	1122.018454301963	28288.505239106875	2.8096e-08
28183829312.644493	1258.9254117941675	28852.270819028894	2.2826e-08
28183829312.644493	1412.537544622754	29389.35128909871	1.8518e-08
28183829312.644493	1584.893192461114	29897.852845348454	1.5001e-08
28183829312.644493	1778.2794100389228	30377.358040736148	1.2136e-08
28183829312.644493	1995.2623149688789	30829.749785268283	9.805e-09
28183829312.644493	2238.72113856834	31252.157187968463	7.91e-09
28183829312.644493	2511.88643150958	31643.899752247984	6.373e-09
28183829312.644493	2818.382931264455	32008.107723914527	5.129e-09
28183829312.644493	3162.2776601683795	32347.446257848565	4.123e-09
28183829312.644493	3548.133892335753	32661.79134085629	3.311e-09
28183829312.644493	3981.0717055349733	32947.31286902146	2.656e-09
28183829312.644493	4466.835921509631	33213.909654360796	2.128e-09
28183829312.644493	5011.872336272725	33454.150012252605	1.704e-09
28183829312.644493	5623.413251903491	33675.96116338578	1.363e-09
28183829312.644493	6309.57344480193	33875.05429726024	1.089e-09
28183829312.644493	7079.457843841381	34059.63582066448	8.69e-10
28183829312.644493	7943.282347242814	34223.15151345515	6.94e-10
28183829312.644493	8912.509381337459	34374.785750726485	5.53e-10
28183829312.644493	10000.0	34510.400548170815	4.4e-10
28183829312.644493	11220.18454301963	34632.19355265188	3.5e-10
28183829312.644493	12589.254117941662	34745.61474970436	2.79e-10
28183829312.644493	14125.375446227554	34842.555460437434	2.21e-10
28183829312.644493	15848.93192461114	34931.72238457981	1.76e-10
28183829312.644493	17782.794100389227	35013.86073189537	1.39e-10
28183829312.644493	19952.62314968879	35086.49612241857	1.1e-10
28183829312.644493	22387.21138568338	35147.950006430605	8.7e-11
28183829312.644493	25118.864315095823	35209.511526720984	6.9e-11
28183829312.644493	28183.82931264455	35259.00074107616	5.5e-11
28183829312.644493	31622.776601683792	35304.49470153309	4.3e-11
28183829312.644493	35481.33892335753	35345.163909726754	3.4e-11
28183829312.644493	39810.71705534969	35383.43568147222	2.7e-11
28183829312.644493	44668.359215096345	35416.04004264618	2.1e-11
28183829312.644493	50118.72336272725	35445.4096541576	1.7e-11
28183829312.644493	56234.13251903491	35470.71966852885	1.3e-11
28183829312.644493	63095.7344480193	35490.326929799514	1e-11
28183829312.644493	70794.57843841374	35511.58036049383	8e-12
28183829312.644493	79432.82347242821	35527.11976217914	6e-12
28183829312.644493	89125.0938133746	35543.484373253195	5e-12
28183829312.644493	100000.0	35555.76277812715	4e-12
28183829312.644493	112201.84543019629	35564.769637355035	3e-12
28183829312.644493	125892.54117941661	35575.417048944975	3e-12
28183829312.644493	141253.75446227554	35579.51305597426	2e-12
28183829312.644493	158489.3192461114	35586.06764816631	2e-12
28183829312.644493	177827.94100389228	35590.16488146173	2e-12
28183829312.644493	199526.2314968879	35591.80390686367	2e-12
28183829312.644493	223872.11385683378	35593.44300774726	2e-12
28183829312.644493	251188.6431509582	35592.623447870006	2e-12
28183829312.644493	281838.2931264455	35594.26258649572	2e-12
28183829312.644493	316227.7660168379	35588.52593153796	2e-12
28183829312.644493	354813.3892335753	35582.790201145224	2e-12
28183829312.644493	398107.1705534969	35578.69381684238	2e-12
28183829312.644493	446683.5921509635	35571.32151345879	2e-12
28183829312.644493	501187.2336272725	35564.769637355035	2e-12
28183829312.644493	562341.3251903491	35550.032328105255	2e-12
28183829312.644493	630957.344480193	35541.02920113463	3e-12
28183829312.644493	707945.7843841374	35525.48371552356	3e-12
28183829312.644493	794328.2347242822	35508.309773689536	3e-12
28183829312.644493	891250.9381337459	35490.326929799514	3e-12
28183829312.644493	1000000.0	35466.63618608019	3e-12
28183829312.644493	1122018.4543019629	35444.59350283511	3e-12
28183829312.644493	1258925.411794166	35416.04004264618	3e-12
28183829312.644493	1412537.5446227554	35386.6947664179	4e-12
28183829312.644493	1584893.1924611141	35348.41946954966	4e-12
28183829312.644493	1778279.410038923	35311.81170395724	4e-12
28183829312.644493	1995262.3149688789	35270.36873221144	4e-12
28183829312.644493	2238721.138568338	35219.241618485685	4e-12
28183829312.644493	2511886.4315095823	35164.949656733384	4e-12
28183829312.644493	2818382.931264455	35105.08266152476	4e-12
28183829312.644493	3162277.6601683795	35036.442280799914	5e-12
28183829312.644493	3548133.892335753	34962.30040027015	5e-12
28183829312.644493	3981071.7055349695	34878.67674794401	5e-12
28183829312.644493	4466835.921509635	34781.635538747636	5e-12
28183829312.644493	5011872.336272725	34676.08030129054	5e-12
28183829312.644493	5623413.251903491	34557.31565760936	5e-12
28183829312.644493	6309573.44480193	34425.479650514535	5e-12
28183829312.644493	7079457.843841373	34278.357194983335	5e-12
28183829312.644493	7943282.347242822	34109.86495598567	6e-12
28183829312.644493	8912509.381337458	33923.448954144325	6e-12
28183829312.644493	10000000.0	33713.20178728435	6e-12
28183829312.644493	11220184.54301963	33480.3508161629	6e-12
28183829312.644493	12589254.117941663	33214.674441698175	6e-12
28183829312.644493	14125375.446227554	32918.497160720464	6e-12
28183829312.644493	15848931.924611142	32583.67010020087	6e-12
28183829312.644493	17782794.100389227	32206.979733807235	7e-12
28183829312.644493	19952623.149688788	31788.497408981315	7e-12
28183829312.644493	22387211.385683376	31309.778844193504	7e-12
28183829312.644493	25118864.315095823	30773.01156132646	7e-12
28183829312.644493	28183829.31264455	30167.547137443147	7e-12
28183829312.644493	31622776.60168379	29489.675930077232	7e-12
28183829312.644493	35481338.92335753	28726.320394404735	8e-12
28183829312.644493	39810717.05534969	27872.11979891059	8e-12
28183829312.644493	44668359.21509635	26924.64587673158	8e-12
28183829312.644493	50118723.36272725	25873.19132441392	8e-12
28183829312.644493	56234132.51903491	24724.072020000294	9e-12
28183829312.644493	63095734.448019296	23479.562481421854	9e-12
28183829312.644493	70794578.43841374	22151.849900693283	9e-12
28183829312.644493	79432823.47242822	20759.648700091853	9e-12
28183829312.644493	89125093.8133746	19324.132203810423	1e-11
28183829312.644493	100000000.0	17867.755458352527	1e-11
31622776601.683792	100.0	14578.740310906305	1.696446e-06
31622776601.683792	112.2018454301963	15263.354813765733	1.415044e-06
31622776601.683792	125.89254117941675	15966.877744896994	1.179723e-06
31622776601.683792	141.2537544622754	16685.529763283514	9.82924e-07
31622776601.683792	158.48931924611142	17425.289415548606	8.17692e-07
31622776601.683792	177.82794100389228	18178.58185137215	6.79548e-07
31622776601.683792	199.52623149688787	18943.490303279006	5.64469e-07
31622776601.683792	223.872113856834	19716.50803105059	4.68544e-07
31622776601.683792	251.18864315095797	20500.76182064999	3.88302e-07
31622776601.683792	281.8382931264455	21292.173677551746	3.21388e-07
31622776601.683792	316.22776601683796	22083.606500164977	2.6576e-07
31622776601.683792	354.8133892335753	22878.102425366647	2.19513e-07
31622776601.683792	398.1071705534973	23669.54992906608	1.81063e-07
31622776601.683792	446.683592150963	24454.568268342013	1.49149e-07
31622776601.683792	501.18723362727246	25231.902627435233	1.22676e-07
31622776601.683792	562.341325190349	25996.806401851012	1.00737e-07
31622776601.683792	630.957344480193	26747.91903894819	8.264e-08
31622776601.683792	707.945784384138	27482.10534320117	6.7655e-08
31622776601.683792	794.3282347242813	28196.16218660492	5.5324e-08
31622776601.683792	891.2509381337459	28885.507352187604	4.5172e-08
31622776601.683792	1000.0	29552.212433815137	3.682e-08
31622776601.683792	1122.018454301963	30193.95475970557	2.997e-08
31622776601.683792	1258.9254117941675	30806.33260285292	2.4358e-08
31622776601.683792	1412.537544622754	31387.013919836863	1.9766e-08
31622776601.683792	1584.893192461114	31940.374211481143	1.6018e-08
31622776601.683792	1778.2794100389228	32459.36354221856	1.2962e-08
31622776601.683792	1995.2623149688789	32951.10628695727	1.0475e-08
31622776601.683792	2238.72113856834	33408.73256361311	8.453e-09
31622776601.683792	2511.88643150958	33838.414035483496	6.813e-09
31622776601.683792	2818.382931264455	34237.338762645275	5.485e-09
31622776601.683792	3162.2776601683795	34603.49776156479	4.41e-09
31622776601.683792	3548.133892335753	34947.008048022086	3.542e-09
31622776601.683792	3981.0717055349733	35260.62451545468	2.842e-09
31622776601.683792	4466.835921509631	35550.032328105255	2.278e-09
31622776601.683792	5011.872336272725	35814.59133713323	1.824e-09
31622776601.683792	5623.413251903491	36052.883068213974	1.459e-09
31622776601.683792	6309.57344480193	36274.38014764576	1.166e-09
31622776601.683792	7079.457843841381	36474.55482522932	9.31e-10
31622776601.683792	7943.282347242814	36657.260011041915	7.43e-10
31622776601.683792	8912.509381337459	36818.83138047455	5.92e-10
31622776601.683792	10000.0	36968.34427648699	4.72e-10
31622776601.683792	11220.18454301963	37102.22886174651	3.76e-10
31622776601.683792	12589.254117941662	37223.73947886693	2.99e-10
31622776601.683792	14125.375446227554	37332.75154333952	2.37e-10
31622776601.683792	15848.93192461114	37432.60056341271	1.89e-10
31622776601.683792	17782.794100389227	37519.755533937925	1.5e-10
31622776601.683792	19952.62314968879	37598.45506787832	1.19e-10
31622776601.683792	22387.21138568338	37668.64515323118	9.4e-11
31622776601.683792	25118.864315095823	37735.490544661545	7.4e-11
31622776601.683792	28183.82931264455	37792.0107961879	5.9e-11
31622776601.683792	31622.776601683792	37840.77304720503	4.6e-11
31622776601.683792	35481.33892335753	37885.23626504495	3.6e-11
31622776601.683792	39810.71705534969	37924.5119006377	2.9e-11
31622776601.683792	44668.359215096345	37959.457757633776	2.3e-11
31622776601.683792	50118.72336272725	37993.56097163733	1.8e-11
31622776601.683792	56234.13251903491	38023.31697621388	1.4e-11
31622776601.683792	63095.7344480193	38043.459251619766	1.1e-11
31622776601.683792	70794.57843841374	38066.24162908773	9e-12
31622776601.683792	79432.82347242821	38087.28362519574	7e-12
31622776601.683792	89125.0938133746	38102.195409492124	5e-12
31622776601.683792	100000.0	38115.357714484904	4e-12
31622776601.683792	112201.84543019629	38128.52456636187	4e-12
31622776601.683792	125892.54117941661	38137.30499443563	3e-12
31622776601.683792	141253.75446227554	38144.33079271312	3e-12
31622776601.683792	158489.3192461114	38152.2363629029	2e-12
31622776601.683792	177827.94100389228	38155.75047555978	2e-12
31622776601.683792	199526.2314968879	38161.02225144822	2e-12
31622776601.683792	223872.11385683378	38160.14357155477	2e-12
31622776601.683792	251188.6431509582	38160.14357155477	2e-12
31622776601.683792	281838.2931264455	38159.26491189337	2e-12
31622776601.683792	316227.7660168379	38159.26491189337	2e-12
31622776601.683792	354813.3892335753	38153.99337877366	2e-12
31622776601.683792	398107.1705534969	38148.72257389278	2e-12
31622776601.683792	446683.5921509635	38139.061322675625	2e-12
31622776601.683792	501187.2336272725	38132.91452767771	2e-12
31622776601.683792	562341.3251903491	38117.99072105929	2e-12
31622776601.683792	630957.344480193	38108.33725275413	2e-12
31622776601.683792	707945.7843841374	38093.42306476839	3e-12
31622776601.683792	794328.2347242822	38076.76117361215	3e-12
31622776601.683792	891250.9381337459	38056.60126635843	3e-12
31622776601.683792	1000000.0	38032.9489074853	3e-12
31622776601.683792	1122018.4543019629	38008.43606200701	3e-12
31622776601.683792	1258925.411794166	37981.31526852028	3e-12
31622776601.683792	1412537.5446227554	37952.46601109156	3e-12
31622776601.683792	1584893.1924611141	37914.90743128619	4e-12
31622776601.683792	1778279.410038923	37875.64174233796	4e-12
31622776601.683792	1995262.3149688789	37832.93201569866	4e-12
31622776601.683792	2238721.138568338	37780.6999774502	4e-12
31622776601.683792	2511886.4315095823	37725.065283670316	4e-12
31622776601.683792	2818382.931264455	37665.175902566385	4e-12
31622776601.683792	3162277.6601683795	37596.72363490315	4e-12
31622776601.683792	3548133.892335753	37518.02772512678	5e-12
31622776601.683792	3981071.7055349695	37429.15305225698	5e-12
31622776601.683792	4466835.921509635	37334.47081967071	5e-12
31622776601.683792	5011872.336272725	37226.310892508256	5e-12
31622776601.683792	5623413.251903491	37103.083181973176	5e-12
31622776601.683792	6309573.44480193	36966.64186051798	5e-12
31622776601.683792	7079457.843841373	36814.5926998634	5e-12
31622776601.683792	7943282.347242822	36642.91372080047	6e-12
31622776601.683792	8912509.381337458	36450.20708303044	6e-12
31622776601.683792	10000000.0	36237.64782555954	6e-12
31622776601.683792	11220184.54301963	35997.306012642955	6e-12
31622776601.683792	12589254.117941663	35727.28381519289	6e-12
31622776601.683792	14125375.446227554	35425.0115078082	6e-12
31622776601.683792	15848931.924611142	35079.22580790356	6e-12
31622776601.683792	17782794.100389227	34696.047204072085	7e-12
31622776601.683792	19952623.149688788	34268.09798207846	7e-12
31622776601.683792	22387211.385683376	33776.91648185868	7e-12
31622776601.683792	25118864.315095823	33228.44362548851	7e-12
31622776601.683792	28183829.31264455	32606.93667171319	7e-12
31622776601.683792	31622776.60168379	31910.234814312767	7e-12
31622776601.683792	35481338.92335753	31129.34624114016	8e-12
31622776601.683792	39810717.05534969	30254.501395063595	8e-12
31622776601.683792	44668359.21509635	29279.927700132062	8e-12
31622776601.683792	50118723.36272725	28197.460697758634	8e-12
31622776601.683792	56234132.51903491	27007.84919737737	8e-12
31622776601.683792	63095734.448019296	25711.653100883796	9e-12
31622776601.683792	70794578.43841374	24323.720255776647	9e-12
31622776601.683792	79432823.47242822	22853.88301640212	9e-12
31622776601.683792	89125093.8133746	21328.975727130022	1e-11
31622776601.683792	100000000.0	19771.9726025561	1e-11
35481338923.357605	100.0	15476.758289879175	1.799824e-06
35481338923.357605	112.2018454301963	16206.901774839296	1.501551e-06
35481338923.357605	125.89254117941675	16957.81917598335	1.252103e-06
35481338923.357605	141.2537544622754	17723.52082963818	1.04335e-06
35481338923.357605	158.48931924611142	18513.136360985274	8.681e-07
35481338923.357605	177.82794100389228	19317.0142416684	7.21606e-07
35481338923.357605	199.52623149688787	20133.997020178187	5.99501e-07
35481338923.357605	223.872113856834	20961.386217230727	4.9776e-07
35481338923.357605	251.18864315095797	21800.17600897867	4.1261e-07
35481338923.357605	281.8382931264455	22646.96453555646	3.41578e-07
35481338923.357605	316.22776601683796	23496.328208483097	2.82547e-07
35481338923.357605	354.8133892335753	24346.133550162554	2.33421e-07
35481338923.357605	398.1071705534973	25195.3270428434	1.92584e-07
35481338923.357605	446.683592150963	26038.742090164353	1.58694e-07
35481338923.357605	501.18723362727246	26872.000567171104	1.30551e-07
35481338923.357605	562.341325190349	27697.46358129139	1.07246e-07
35481338923.357605	630.957344480193	28505.58774684268	8.8008e-08
35481338923.357605	707.945784384138	29297.462024776072	7.2074e-08
35481338923.357605	794.3282347242813	30067.685569721853	5.8955e-08
35481338923.357605	891.2509381337459	30814.136353339458	4.8157e-08
35481338923.357605	1000.0	31534.794121678806	3.9266e-08
35481338923.357605	1122.018454301963	32227.751036163623	3.1969e-08
35481338923.357605	1258.9254117941675	32889.70665462793	2.599e-08
35481338923.357605	1412.537544622754	33519.690502216254	2.1097e-08
35481338923.357605	1584.893192461114	34117.71994694744	1.7102e-08
35481338923.357605	1778.2794100389228	34684.065683164896	1.3844e-08
35481338923.357605	1995.2623149688789	35217.61974981612	1.1191e-08
35481338923.357605	2238.72113856834	35714.9461792809	9.033e-09
35481338923.357605	2511.88643150958	36183.45221842793	7.283e-09
35481338923.357605	2818.382931264455	36616.76729125111	5.864e-09
35481338923.357605	3162.2776601683795	37020.305642462394	4.717e-09
35481338923.357605	3548.133892335753	37392.97334937226	3.789e-09
35481338923.357605	3981.0717055349733	37734.621662884936	3.041e-09
35481338923.357605	4466.835921509631	38047.839418865544	2.437e-09
35481338923.357605	5011.872336272725	38338.048282991665	1.952e-09
35481338923.357605	5623.413251903491	38603.79493811385	1.562e-09
35481338923.357605	6309.57344480193	38840.06964680279	1.249e-09
35481338923.357605	7079.457843841381	39061.59744310889	9.98e-10
35481338923.357605	7943.282347242814	39258.165361339015	7.96e-10
35481338923.357605	8912.509381337459	39441.189111421474	6.35e-10
35481338923.357605	10000.0	39602.262670753196	5.06e-10
35481338923.357605	11220.18454301963	39749.34713855502	4.03e-10
35481338923.357605	12589.254117941662	39884.118690905234	3.2e-10
35481338923.357605	14125.375446227554	40003.6851046125	2.55e-10
35481338923.357605	15848.93192461114	40111.60131391681	2.02e-10
35481338923.357605	17782.794100389227	40205.91961302128	1.61e-10
35481338923.357605	19952.62314968879	40294.89236221434	1.27e-10
35481338923.357605	22387.21138568338	40370.116249182094	1.01e-10
35481338923.357605	25118.864315095823	40441.75557180152	8e-11
35481338923.357605	28183.82931264455	40503.26188084181	6.3e-11
35481338923.357605	31622.776601683792	40559.257876813565	5e-11
35481338923.357605	35481.33892335753	40608.78539718141	3.9e-11
35481338923.357605	39810.71705534969	40654.62879421837	3.1e-11
35481338923.357605	44668.359215096345	40692.09034013868	2.4e-11
35481338923.357605	50118.72336272725	40727.71078173027	1.9e-11
35481338923.357605	56234.13251903491	40758.66961883143	1.5e-11
35481338923.357605	63095.7344480193	40785.89529626005	1.2e-11
35481338923.357605	70794.57843841374	40809.380303768485	9e-12
35481338923.357605	79432.82347242821	40830.99845396133	7e-12
35481338923.357605	89125.0938133746	40846.98444675469	6e-12
35481338923.357605	100000.0	40863.917613964135	5e-12
35481338923.357605	112201.84543019629	40876.15148907284	4e-12
35481338923.357605	125892.54117941661	40891.21359417722	3e-12
35481338923.357605	141253.75446227554	40894.038356705605	3e-12
35481338923.357605	158489.3192461114	40903.45564118025	2e-12
35481338923.357605	177827.94100389228	40907.22316216673	2e-12
35481338923.357605	199526.2314968879	40912.87509431436	2e-12
35481338923.357605	223872.11385683378	40917.58563428481	2e-12
35481338923.357605	251188.6431509582	40916.643482904576	2e-12
35481338923.357605	281838.2931264455	40916.643482904576	2e-12
35481338923.357605	316227.7660168379	40915.70135321785	2e-12
35481338923.357605	354813.3892335753	40910.04903063518	2e-12
35481338923.357605	398107.1705534969	40904.39748889571	2e-12
35481338923.357605	446683.5921509635	40897.80501028828	2e-12
35481338923.357605	501187.2336272725	40887.447547658456	2e-12
35481338923.357605	562341.3251903491	40877.09270807981	2e-12
35481338923.357605	630957.344480193	40864.85855127239	2e-12
35481338923.357605	707945.7843841374	40850.74676631251	3e-12
35481338923.357605	794328.2347242822	40832.87883422581	3e-12
35481338923.357605	891250.9381337459	40813.13915969723	3e-12
35481338923.357605	1000000.0	40789.65198904006	3e-12
35481338923.357605	1122018.4543019629	40762.4238039184	3e-12
35481338923.357605	1258925.411794166	40737.08976345576	3e-12
35481338923.357605	1412537.5446227554	40704.272773449076	3e-12
35481338923.357605	1584893.1924611141	40667.73641071421	4e-12
35481338923.357605	1778279.410038923	40624.684389988026	4e-12
35481338923.357605	1995262.3149688789	40581.67794535366	4e-12
35481338923.357605	2238721.138568338	40529.383718589415	4e-12
35481338923.357605	2511886.4315095823	40472.49704238262	4e-12
35481338923.357605	2818382.931264455	40408.246052188806	4e-12
35481338923.357605	3162277.6601683795	40339.45254341345	4e-12
35481338923.357605	3548133.892335753	40259.65046346094	5e-12
35481338923.357605	3981071.7055349695	40170.75552980317	5e-12
35481338923.357605	4466835.921509635	40070.06067021981	5e-12
35481338923.357605	5011872.336272725	39957.655661880584	5e-12
35481338923.357605	5623413.251903491	39836.39224898213	5e-12
35481338923.357605	6309573.44480193	39696.29734300069	5e-12
35481338923.357605	7079457.843841373	39537.57238257948	5e-12
35481338923.357605	7943282.347242822	39364.07041430997	6e-12
35481338923.357605	8912509.381337458	39168.775970577466	6e-12
35481338923.357605	10000000.0	38948.433939206494	6e-12
35481338923.357605	11220184.54301963	38699.02291902688	6e-12
35481338923.357605	12589254.117941663	38425.5418207416	6e-12
35481338923.357605	14125375.446227554	38112.72488978589	6e-12
35481338923.357605	15848931.924611142	37760.6968210879	6e-12
35481338923.357605	17782794.100389227	37368.872978404004	7e-12
35481338923.357605	19952623.149688788	36927.50792359362	7e-12
35481338923.357605	22387211.385683376	36430.90836193328	7e-12
35481338923.357605	25118864.315095823	35864.93102975809	7e-12
35481338923.357605	28183829.31264455	35234.65309657272	7e-12
35481338923.357605	31622776.60168379	34519.93744174333	7e-12
35481338923.357605	35481338.92335753	33720.965432659985	8e-12
35481338923.357605	39810717.05534969	32820.10755886641	8e-12
