Press (GPa)	Temp (K)	Density (g/cm^-3)	S (J/(K*g))
0.56234132519	501187.2336272725	8.21050745949889e-05	2.5e-11
0.56234132519	562341.3251903491	7.315432375341108e-05	2.6e-11
0.56234132519	630957.344480193	6.518835170606674e-05	2.6e-11
0.56234132519	707945.7843841374	5.809784184577735e-05	2.6e-11
0.56234132519	794328.2347242822	5.176664270698371e-05	2.7e-11
0.56234132519	891250.9381337459	4.6115826862757525e-05	2.7e-11
0.56234132519	1000000.0	4.111213208688789e-05	2.8e-11
0.56234132519	1122018.4543019629	3.6638695292292454e-05	2.8e-11
0.56234132519	1258925.411794166	3.265201595199177e-05	2.8e-11
0.56234132519	1412537.5446227554	2.9100469778377114e-05	2.9e-11
0.56234132519	1584893.1924611141	2.593522380263888e-05	2.9e-11
0.56234132519	1778279.410038923	2.3113728093785807e-05	3e-11
0.56234132519	1995262.3149688789	2.0599657517250787e-05	3e-11
0.56234132519	2238721.138568338	1.8359464087483634e-05	3e-11
0.56234132519	2511886.4315095823	1.6362512826483753e-05	3.1e-11
0.56234132519	2818382.931264455	1.4583104906829096e-05	3.1e-11
0.56234132519	3162277.6601683795	1.2997205929114265e-05	3.2e-11
0.56234132519	3548133.892335753	1.1583505254304575e-05	3.2e-11
0.56234132519	3981071.7055349695	1.0323809924776127e-05	3.2e-11
0.56234132519	4466835.921509635	9.2011052805712e-06	3.3e-11
0.56234132519	5011872.336272725	8.200493713176445e-06	3.3e-11
0.56234132519	5623413.251903491	7.308697715028378e-06	3.4e-11
0.56234132519	6309573.44480193	6.513883695055007e-06	3.4e-11
0.56234132519	7079457.843841373	5.805504954111886e-06	3.4e-11
0.56234132519	7943282.347242822	5.174161736692327e-06	3.5e-11
0.56234132519	8912509.381337458	4.6114765018827684e-06	3.5e-11
0.56234132519	10000000.0	4.109982758484734e-06	3.5e-11
0.56234132519	11220184.54301963	3.66302598921304e-06	3.6e-11
0.56234132519	12589254.117941663	3.2646753492944144e-06	3.6e-11
0.56234132519	14125375.446227554	2.9096449677607616e-06	3.7e-11
0.56234132519	15848931.924611142	2.5931640966555423e-06	3.7e-11
0.56234132519	17782794.100389227	2.3111599338789998e-06	3.7e-11
0.56234132519	19952623.149688788	2.0598708889807505e-06	3.8e-11
0.56234132519	22387211.385683376	1.8358618622384868e-06	3.8e-11
0.56234132519	25118864.315095823	1.636213607004017e-06	3.9e-11
0.56234132519	28183829.31264455	1.458243334549312e-06	3.9e-11
0.56234132519	31622776.60168379	1.2996607399443562e-06	3.9e-11
0.56234132519	35481338.92335753	1.1583238537310058e-06	4e-11
0.56234132519	39810717.05534969	1.0323572213004527e-06	4e-11
0.56234132519	44668359.21509635	9.200893419731756e-07	4.1e-11
0.56234132519	50118723.36272725	8.200304892004537e-07	4.1e-11
0.56234132519	56234132.51903491	7.308529427981789e-07	4.1e-11
0.56234132519	63095734.448019296	6.513733709066859e-07	4.2e-11
0.56234132519	70794578.43841374	5.80537127895923e-07	4.2e-11
0.56234132519	79432823.47242822	5.174042598587118e-07	4.3e-11
0.56234132519	89125093.8133746	4.611370319934734e-07	4.3e-11
0.56234132519	100000000.0	4.109888123723943e-07	4.3e-11
0.63095734448	100.0	0.18806197816324163	1e-12
0.63095734448	112.2018454301963	0.16262937763292923	1e-12
0.63095734448	125.89254117941675	0.16649224138831967	1e-12
0.63095734448	141.2537544622754	0.16181843624813358	2e-12
0.63095734448	158.48931924611142	0.16005122408021943	2e-12
0.63095734448	177.82794100389228	0.15759302794268534	2e-12
0.63095734448	199.52623149688787	0.15466320301301012	2e-12
0.63095734448	223.872113856834	0.15162960373478176	2e-12
0.63095734448	251.18864315095797	0.14839935044229943	2e-12
0.63095734448	281.8382931264455	0.1441946011209185	3e-12
0.63095734448	316.22776601683796	0.13927622917776059	3e-12
0.63095734448	354.8133892335753	0.13417821188857995	3e-12
0.63095734448	398.1071705534973	0.1293489775057886	3e-12
0.63095734448	446.683592150963	0.12517280948044165	3e-12
0.63095734448	501.18723362727246	0.12198881146389169	3e-12
0.63095734448	562.341325190349	0.11967432869073236	3e-12
0.63095734448	630.957344480193	0.11627062313281698	4e-12
0.63095734448	707.945784384138	0.11051443303622924	4e-12
0.63095734448	794.3282347242813	0.10679280653455685	4e-12
0.63095734448	891.2509381337459	0.10424758430520659	4e-12
0.63095734448	1000.0	0.09413475573131846	4e-12
0.63095734448	1122.018454301963	0.09296939397481131	4e-12
0.63095734448	1258.9254117941675	0.08317254678474383	4e-12
0.63095734448	1412.537544622754	0.08132611008004981	5e-12
0.63095734448	1584.893192461114	0.07590143730917459	5e-12
0.63095734448	1778.2794100389228	0.0687844073931353	5e-12
0.63095734448	1995.2623149688789	0.06207689700296974	5e-12
0.63095734448	2238.72113856834	0.05735615107502405	5e-12
0.63095734448	2511.88643150958	0.05347982777476335	5e-12
0.63095734448	2818.382931264455	0.0494868716015813	6e-12
0.63095734448	3162.2776601683795	0.04540775180852351	6e-12
0.63095734448	3548.133892335753	0.040968494037647574	6e-12
0.63095734448	3981.0717055349733	0.037374896614529	6e-12
0.63095734448	4466.835921509631	0.03387193443313551	6e-12
0.63095734448	5011.872336272725	0.030385752774672797	7e-12
0.63095734448	5623.413251903491	0.02690171701866803	7e-12
0.63095734448	6309.57344480193	0.02344930632576503	7e-12
0.63095734448	7079.457843841381	0.020107589016273117	8e-12
0.63095734448	7943.282347242814	0.016968365095676088	8e-12
0.63095734448	8912.509381337459	0.014163806989949195	8e-12
0.63095734448	10000.0	0.011789082312632896	9e-12
0.63095734448	11220.18454301963	0.009878249701026751	9e-12
0.63095734448	12589.254117941662	0.00837548567173309	9e-12
0.63095734448	14125.375446227554	0.007189521718666391	1e-11
0.63095734448	15848.93192461114	0.006228020020860351	1e-11
0.63095734448	17782.794100389227	0.005418137222506847	1e-11
0.63095734448	19952.62314968879	0.004706737739573608	1.1e-11
0.63095734448	22387.21138568338	0.004059195795151654	1.1e-11
0.63095734448	25118.864315095823	0.003457562187139123	1.2e-11
0.63095734448	28183.82931264455	0.0029001469226802917	1.3e-11
0.63095734448	31622.776601683792	0.002401264498018126	1.3e-11
0.63095734448	35481.33892335753	0.001977424906606604	1.4e-11
0.63095734448	39810.71705534969	0.0016363643147866774	1.5e-11
0.63095734448	44668.359215096345	0.001370061303084599	1.6e-11
0.63095734448	50118.72336272725	0.00116201035983908	1.6e-11
0.63095734448	56234.13251903491	0.0009968045231594064	1.7e-11
0.63095734448	63095.7344480193	0.0008627004011857582	1.7e-11
0.63095734448	70794.57843841374	0.0007513979398510608	1.8e-11
0.63095734448	79432.82347242821	0.0006566137908955609	1.8e-11
0.63095734448	89125.0938133746	0.0005742618953453473	1.9e-11
0.63095734448	100000.0	0.0005022963241906883	1.9e-11
0.63095734448	112201.84543019629	0.0004275038202361307	2e-11
0.63095734448	125892.54117941661	0.00037678187240299205	2e-11
0.63095734448	141253.75446227554	0.0003352663759659432	2.1e-11
0.63095734448	158489.3192461114	0.00029778992475038566	2.1e-11
0.63095734448	177827.94100389228	0.00026416179074609475	2.1e-11
0.63095734448	199526.2314968879	0.00023420706947938262	2.2e-11
0.63095734448	223872.11385683378	0.0002077542897769765	2.2e-11
0.63095734448	251188.6431509582	0.00018457802725712242	2.3e-11
0.63095734448	281838.2931264455	0.00016431983872258372	2.3e-11
0.63095734448	316227.7660168379	0.00014631538688500239	2.3e-11
0.63095734448	354813.3892335753	0.00013031367722737825	2.4e-11
0.63095734448	398107.1705534969	0.0001160780222671116	2.4e-11
0.63095734448	446683.5921509635	0.00010341177676411968	2.5e-11
0.63095734448	501187.2336272725	9.213189415769281e-05	2.5e-11
0.63095734448	562341.3251903491	8.208617137930345e-05	2.5e-11
0.63095734448	630957.344480193	7.314758630147258e-05	2.6e-11
0.63095734448	707945.7843841374	6.518835170606674e-05	2.6e-11
0.63095734448	794328.2347242822	5.808446586334633e-05	2.7e-11
0.63095734448	891250.9381337459	5.174519167467913e-05	2.7e-11
0.63095734448	1000000.0	4.612857089718809e-05	2.7e-11
0.63095734448	1122018.4543019629	4.1110238846831986e-05	2.8e-11
0.63095734448	1258925.411794166	3.663700805687071e-05	2.8e-11
0.63095734448	1412537.5446227554	3.2651264120195674e-05	2.9e-11
0.63095734448	1584893.1924611141	2.9099799723012358e-05	2.9e-11
0.63095734448	1778279.410038923	2.5934029468945407e-05	2.9e-11
0.63095734448	1995262.3149688789	2.311319588665554e-05	3e-11
0.63095734448	2238721.138568338	2.0599657517250787e-05	3e-11
0.63095734448	2511886.4315095823	1.8359041350067344e-05	3.1e-11
0.63095734448	2818382.931264455	1.6362512826483753e-05	3.1e-11
0.63095734448	3162277.6601683795	1.4583104906829096e-05	3.1e-11
0.63095734448	3548133.892335753	1.2996906660833486e-05	3.2e-11
0.63095734448	3981071.7055349695	1.1583505254304575e-05	3.2e-11
0.63095734448	4466835.921509635	1.0323809924776127e-05	3.3e-11
0.63095734448	5011872.336272725	9.2011052805712e-06	3.3e-11
0.63095734448	5623413.251903491	8.200493713176445e-06	3.3e-11
0.63095734448	6309573.44480193	7.308697715028378e-06	3.4e-11
0.63095734448	7079457.843841373	6.513883695055007e-06	3.4e-11
0.63095734448	7943282.347242822	5.805504954111886e-06	3.5e-11
0.63095734448	8912509.381337458	5.174161736692327e-06	3.5e-11
0.63095734448	10000000.0	4.6114765018827684e-06	3.5e-11
0.63095734448	11220184.54301963	4.109982758484734e-06	3.6e-11
0.63095734448	12589254.117941663	3.66302598921304e-06	3.6e-11
0.63095734448	14125375.446227554	3.2646753492944144e-06	3.6e-11
0.63095734448	15848931.924611142	2.9095779714807974e-06	3.7e-11
0.63095734448	17782794.100389227	2.5931640966555423e-06	3.7e-11
0.63095734448	19952623.149688788	2.3112131509157917e-06	3.8e-11
0.63095734448	22387211.385683376	2.0598708889807505e-06	3.8e-11
0.63095734448	25118864.315095823	1.8358618622384868e-06	3.8e-11
0.63095734448	28183829.31264455	1.6361759322271595e-06	3.9e-11
0.63095734448	31622776.60168379	1.458243334549312e-06	3.9e-11
0.63095734448	35481338.92335753	1.2996607399443562e-06	4e-11
0.63095734448	39810717.05534969	1.1583238537310058e-06	4e-11
0.63095734448	44668359.21509635	1.0323572213004527e-06	4e-11
0.63095734448	50118723.36272725	9.200893419731756e-07	4.1e-11
0.63095734448	56234132.51903491	8.200304892004537e-07	4.1e-11
0.63095734448	63095734.448019296	7.308529427981789e-07	4.2e-11
0.63095734448	70794578.43841374	6.513733709066859e-07	4.2e-11
0.63095734448	79432823.47242822	5.80537127895923e-07	4.2e-11
0.63095734448	89125093.8133746	5.174042598587118e-07	4.3e-11
0.63095734448	100000000.0	4.611370319934734e-07	4.3e-11
0.707945784384	100.0	0.1960026756546781	1e-12
0.707945784384	112.2018454301963	0.1696844323806506	1e-12
0.707945784384	125.89254117941675	0.1745769894949806	1e-12
0.707945784384	141.2537544622754	0.16818025243064494	2e-12
0.707945784384	158.48931924611142	0.16555488502630358	2e-12
0.707945784384	177.82794100389228	0.16320069353781977	2e-12
0.707945784384	199.52623149688787	0.1603802920557791	2e-12
0.707945784384	223.872113856834	0.15746027297328613	2e-12
0.707945784384	251.18864315095797	0.1543444437783722	2e-12
0.707945784384	281.8382931264455	0.15013743778076713	3e-12
0.707945784384	316.22776601683796	0.1451509892391944	3e-12
0.707945784384	354.8133892335753	0.14000933730553464	3e-12
0.707945784384	398.1071705534973	0.1352411951354641	3e-12
0.707945784384	446.683592150963	0.13130280380595005	3e-12
0.707945784384	501.18723362727246	0.12860504331184347	3e-12
0.707945784384	562.341325190349	0.12696938031995542	3e-12
0.707945784384	630.957344480193	0.12471336572884564	4e-12
0.707945784384	707.945784384138	0.12146439742192558	4e-12
0.707945784384	794.3282347242813	0.11640670599207917	4e-12
0.707945784384	891.2509381337459	0.11266188153701871	4e-12
0.707945784384	1000.0	0.10349610363063123	4e-12
0.707945784384	1122.018454301963	0.10100037819559643	4e-12
0.707945784384	1258.9254117941675	0.09120108393559097	4e-12
0.707945784384	1412.537544622754	0.08861352236594998	4e-12
0.707945784384	1584.893192461114	0.08277324854663227	5e-12
0.707945784384	1778.2794100389228	0.07508272046765435	5e-12
0.707945784384	1995.2623149688789	0.0677080022554733	5e-12
0.707945784384	2238.72113856834	0.0625791990040654	5e-12
0.707945784384	2511.88643150958	0.058495168994175235	5e-12
0.707945784384	2818.382931264455	0.05428376978447917	6e-12
0.707945784384	3162.2776601683795	0.04993211936011317	6e-12
0.707945784384	3548.133892335753	0.044991451037647436	6e-12
0.707945784384	3981.0717055349733	0.0411519102748903	6e-12
0.707945784384	4466.835921509631	0.03741881242374998	6e-12
0.707945784384	5011.872336272725	0.033696128058665925	7e-12
0.707945784384	5623.413251903491	0.029948150021143656	7e-12
0.707945784384	6309.57344480193	0.02620233531086085	7e-12
0.707945784384	7079.457843841381	0.02255121783070715	7e-12
0.707945784384	7943.282347242814	0.019107769778021907	8e-12
0.707945784384	8912.509381337459	0.016002211273458616	8e-12
0.707945784384	10000.0	0.013341664028661358	9e-12
0.707945784384	11220.18454301963	0.011178409110500281	9e-12
0.707945784384	12589.254117941662	0.009464332729278494	9e-12
0.707945784384	14125.375446227554	0.008110170789940046	1e-11
0.707945784384	15848.93192461114	0.0070155221474537234	1e-11
0.707945784384	17782.794100389227	0.006098878758935579	1e-11
0.707945784384	19952.62314968879	0.005297854174488645	1.1e-11
0.707945784384	22387.21138568338	0.004572250330736512	1.1e-11
0.707945784384	25118.864315095823	0.003900138232611864	1.2e-11
0.707945784384	28183.82931264455	0.003277328691140341	1.3e-11
0.707945784384	31622.776601683792	0.0027182537760342272	1.3e-11
0.707945784384	35481.33892335753	0.002240990420126543	1.4e-11
0.707945784384	39810.71705534969	0.001854470802416883	1.5e-11
0.707945784384	44668.359215096345	0.0015510292928226379	1.6e-11
0.707945784384	50118.72336272725	0.001313741744633372	1.6e-11
0.707945784384	56234.13251903491	0.001125615332026873	1.7e-11
0.707945784384	63095.7344480193	0.0009730608509809228	1.7e-11
0.707945784384	70794.57843841374	0.0008467983439194292	1.8e-11
0.707945784384	79432.82347242821	0.0007395712157608672	1.8e-11
0.707945784384	89125.0938133746	0.0006466361796938863	1.9e-11
0.707945784384	100000.0	0.0005654966024598686	1.9e-11
0.707945784384	112201.84543019629	0.0004807286438439701	2e-11
0.707945784384	125892.54117941661	0.00042350642170209944	2e-11
0.707945784384	141253.75446227554	0.00037673849628383455	2e-11
0.707945784384	158489.3192461114	0.00033453379710849887	2.1e-11
0.707945784384	177827.94100389228	0.00029667435032877724	2.1e-11
0.707945784384	199526.2314968879	0.0002629722970942217	2.2e-11
0.707945784384	223872.11385683378	0.00023321689019421363	2.2e-11
0.707945784384	251188.6431509582	0.00020717149498494723	2.3e-11
0.707945784384	281838.2931264455	0.0001844165953791011	2.3e-11
0.707945784384	316227.7660168379	0.0001642025888466747	2.3e-11
0.707945784384	354813.3892335753	0.000146237919565344	2.4e-11
0.707945784384	398107.1705534969	0.00013025667861366887	2.4e-11
0.707945784384	446683.5921509635	0.00011604060916439775	2.5e-11
0.707945784384	501187.2336272725	0.00010338320698148875	2.5e-11
0.707945784384	562341.3251903491	9.2108561544842e-05	2.5e-11
0.707945784384	630957.344480193	8.20767214035703e-05	2.6e-11
0.707945784384	707945.7843841374	7.314590203544533e-05	2.6e-11
0.707945784384	794328.2347242822	6.517334326135662e-05	2.6e-11
0.707945784384	891250.9381337459	5.806039685503387e-05	2.7e-11
0.707945784384	1000000.0	5.1758299582391366e-05	2.7e-11
0.707945784384	1122018.4543019629	4.612644664690694e-05	2.8e-11
0.707945784384	1258925.411794166	4.110739915021864e-05	2.8e-11
0.707945784384	1412537.5446227554	3.6636164468296844e-05	2.8e-11
0.707945784384	1584893.1924611141	3.265051230571102e-05	2.9e-11
0.707945784384	1778279.410038923	2.909912968307596e-05	2.9e-11
0.707945784384	1995262.3149688789	2.5934029468945407e-05	3e-11
0.707945784384	2238721.138568338	2.311319588665554e-05	3e-11
0.707945784384	2511886.4315095823	2.0599183198068427e-05	3e-11
0.707945784384	2818382.931264455	1.8359041350067344e-05	3.1e-11
0.707945784384	3162277.6601683795	1.6362512826483753e-05	3.1e-11
0.707945784384	3548133.892335753	1.4582769122295305e-05	3.2e-11
0.707945784384	3981071.7055349695	1.2996906660833486e-05	3.2e-11
0.707945784384	4466835.921509635	1.1583505254304575e-05	3.2e-11
0.707945784384	5011872.336272725	1.0323809924776127e-05	3.3e-11
0.707945784384	5623413.251903491	9.2011052805712e-06	3.3e-11
0.707945784384	6309573.44480193	8.200493713176445e-06	3.4e-11
0.707945784384	7079457.843841373	7.308697715028378e-06	3.4e-11
0.707945784384	7943282.347242822	6.513883695055007e-06	3.4e-11
0.707945784384	8912509.381337458	5.805504954111886e-06	3.5e-11
0.707945784384	10000000.0	5.174161736692327e-06	3.5e-11
0.707945784384	11220184.54301963	4.6114765018827684e-06	3.6e-11
0.707945784384	12589254.117941663	4.109982758484734e-06	3.6e-11
0.707945784384	14125375.446227554	3.66302598921304e-06	3.6e-11
0.707945784384	15848931.924611142	3.2646001782319253e-06	3.7e-11
0.707945784384	17782794.100389227	2.9096449677607616e-06	3.7e-11
0.707945784384	19952623.149688788	2.5932238071529115e-06	3.8e-11
0.707945784384	22387211.385683376	2.3112131509157917e-06	3.8e-11
0.707945784384	25118864.315095823	2.0598708889807505e-06	3.8e-11
0.707945784384	28183829.31264455	1.8358195904435907e-06	3.9e-11
